"Ticket ID",Description,Status,Priority,"Agent ID","Agent Name","Agent Email","Contact ID","Contact Name","Contact Email","Group ID","Group Name","Company ID","Company Name",Comments
119,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
120,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
121,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
122,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
123,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
124,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
125,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
126,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
127,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
128,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
129,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
130,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
131,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
